customer_ID,business_category
90932,Lodging business
90933,Health and construction business
90934,Food establishment
90935,Lodging business
90936,Automotive business
90937,Travel agency
90938,Entertainment business
90939,Library
90940,Government office
90941,Medical organization
90942,Government office
90943,Library
90944,Self storage
90945,Dry cleaning or laundry
90946,Self storage
90947,Real estate agent
90948,Internet cafe
90949,Library
90950,Health and construction business
90951,Entertainment business
90952,Entertainment business
90953,Store
90954,Animal shelter
90955,Emergency services
90956,Entertainment business
90957,Self storage
90958,Dry cleaning or laundry
90959,Emergency services
90960,Internet cafe
90961,Health and construction business
90962,Entertainment business
90963,Self storage
90964,Internet cafe
90965,Professional service
90966,Emergency services
90967,Entertainment business
90968,Shopping center
90969,Employment agency
90970,Shopping center
90971,Employment agency
90972,Shopping center
90973,Health and construction business
90974,Tourist information center
90975,Food establishment
90976,Financial service
90977,Health and construction business
90978,Self storage
90979,Shopping center
90980,Shopping center
90981,Store
90982,Shopping center
90983,Self storage
90984,Internet cafe
90985,Animal shelter
90986,Real estate agent
90987,Employment agency
90988,Lodging business
90989,Real estate agent
90990,Tourist information center
90991,Child care
90992,Lodging business
90993,Health and construction business
90994,Automotive business
90995,Employment agency
90996,Store
90997,Store
90998,Store
90999,Store
91000,Medical organization
91001,Lodging business
91002,Child care
91003,Child care
91004,Store
91005,Library
91006,Store
91007,Emergency services
91008,Tourist information center
91009,Store
91010,Sports activity location
91011,Lodging business
91012,Entertainment business
91013,Child care
91014,Child care
91015,Professional service
91016,Real estate agent
91017,Internet cafe
91018,Animal shelter
91019,Health and construction business
91020,Lodging business
91021,Internet cafe
91022,Sports activity location
91023,Food establishment
91024,Lodging business
91025,Entertainment business
91026,Lodging business
91027,Entertainment business
91028,Government office
91029,Employment agency
91030,Professional service
91031,Sports activity location
91032,Employment agency
91033,Sports activity location
91034,Animal shelter
91035,Shopping center
91036,Entertainment business
91037,Government office
91038,Entertainment business
91039,Professional service
91040,Tourist information center
91041,Animal shelter
91042,Employment agency
91043,Child care
91044,Self storage
91045,Emergency services
91046,Emergency services
91047,Medical organization
91048,Shopping center
91049,Television station
91050,Tourist information center
91051,Shopping center
91052,Health and construction business
91053,Real estate agent
91054,Child care
91055,Financial service
91056,Shopping center
91057,Lodging business
91058,Lodging business
91059,Sports activity location
91060,Shopping center
91061,Professional service
91062,Real estate agent
91063,Child care
91064,Lodging business
91065,Store
91066,Travel agency
91067,Self storage
91068,Sports activity location
91069,Professional service
91070,Real estate agent
91071,Child care
91072,Health and construction business
91073,Government office
91074,Television station
91075,Health and construction business
91076,Store
91077,Store
91078,Sports activity location
91079,Entertainment business
91080,Real estate agent
91081,Travel agency
91082,Food establishment
91083,Tourist information center
91084,Automotive business
91085,Shopping center
91086,Self storage
91087,Child care
91088,Store
91089,Self storage
91090,Medical organization
91091,Shopping center
91092,Library
91093,Health and construction business
91094,Health and construction business
91095,Entertainment business
91096,Professional service
91097,Lodging business
91098,Financial service
91099,Self storage
91100,Automotive business
91101,Real estate agent
91102,Tourist information center
91103,Internet cafe
91104,Television station
91105,Automotive business
91106,Automotive business
91107,Health and construction business
91108,Real estate agent
91109,Tourist information center
91110,Medical organization
91111,Sports activity location
91112,Health and construction business
91113,Shopping center
91114,Real estate agent
91115,Store
91116,Animal shelter
91117,Dry cleaning or laundry
91118,Food establishment
91119,Self storage
91120,Employment agency
91121,Entertainment business
91122,Self storage
91123,Tourist information center
91124,Entertainment business
91125,Automotive business
91126,Food establishment
91127,Real estate agent
91128,Dry cleaning or laundry
91129,Store
91130,Shopping center
91131,Tourist information center
91132,Sports activity location
91133,Government office
91134,Shopping center
91135,Food establishment
91136,Sports activity location
91137,Self storage
91138,Sports activity location
91139,Tourist information center
91140,Travel agency
91141,Government office
91142,Lodging business
91143,Employment agency
91144,Store
91145,Animal shelter
91146,Sports activity location
91147,Automotive business
91148,Real estate agent
91149,Real estate agent
91150,Sports activity location
91151,Lodging business
91152,Shopping center
91153,Internet cafe
91154,Entertainment business
91155,Library
91156,Lodging business
91157,Food establishment
91158,Entertainment business
91159,Child care
91160,Health and construction business
91161,Shopping center
91162,Tourist information center
91163,Emergency services
91164,Real estate agent
91165,Dry cleaning or laundry
91166,Dry cleaning or laundry
91167,Travel agency
91168,Self storage
91169,Self storage
91170,Travel agency
91171,Sports activity location
91172,Tourist information center
91173,Employment agency
91174,Lodging business
91175,Animal shelter
91176,Lodging business
91177,Employment agency
91178,Government office
91179,Entertainment business
91180,Child care
91181,Self storage
91182,Professional service
91183,Child care
91184,Real estate agent
91185,Travel agency
91186,Shopping center
91187,Self storage
91188,Travel agency
91189,Television station
91190,Internet cafe
91191,Tourist information center
91192,Child care
91193,Real estate agent
91194,Medical organization
91195,Financial service
91196,Real estate agent
91197,Emergency services
91198,Lodging business
91199,Entertainment business
91200,Self storage
91201,Entertainment business
91202,Television station
91203,Animal shelter
91204,Self storage
91205,Financial service
91206,Sports activity location
91207,Self storage
91208,Government office
91209,Employment agency
91210,Entertainment business
91211,Dry cleaning or laundry
91212,Sports activity location
91213,Animal shelter
